Id,Expected
0,1
1,0
2,0
3,1
4,1
5,0
6,1
7,1
8,0
9,0
10,0
11,1
12,1
13,1
14,0
15,1
16,0
17,1
18,1
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,1
27,0
28,1
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,0
38,0
39,1
40,1
41,0
42,0
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,0
51,1
52,1
53,1
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,1
62,1
63,1
64,1
65,1
66,1
67,0
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,1
79,0
80,1
81,1
82,0
83,1
84,1
85,0
86,0
87,0
88,1
89,1
90,0
91,0
92,0
93,1
94,0
95,0
96,0
97,1
98,0
99,1
100,0
101,1
102,0
103,0
104,0
105,0
106,1
107,1
108,1
109,1
110,1
111,0
112,0
113,1
114,1
115,1
116,0
117,0
118,1
119,0
120,1
121,1
122,1
123,1
124,1
125,0
126,0
127,0
128,1
129,0
130,0
131,1
132,0
133,0
134,0
135,1
136,1
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,1
145,0
146,0
147,0
148,1
149,0
150,0
151,1
152,0
153,1
154,1
155,0
156,0
157,0
158,0
159,0
160,1
161,0
162,0
163,1
164,0
165,0
166,0
167,0
168,1
169,1
170,1
171,0
172,1
173,1
174,1
175,1
176,0
177,1
178,1
179,0
180,1
181,1
182,0
183,0
184,1
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,1
193,0
194,1
195,0
196,1
197,0
198,1
199,0
200,0
201,0
202,1
203,1
204,1
205,0
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,0
214,1
215,1
216,1
217,0
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,1
227,0
228,0
229,0
230,1
231,1
232,0
233,0
234,1
235,0
236,0
237,0
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,0
248,1
249,0
250,1
251,1
252,1
253,1
254,0
255,0
256,1
257,1
258,1
259,0
260,0
261,0
262,1
263,1
264,1
265,0
266,1
267,1
268,0
269,1
270,0
271,1
272,1
273,0
274,1
275,0
276,0
277,0
278,1
279,1
280,0
281,1
282,1
283,1
284,0
285,1
286,1
287,1
288,1
289,1
290,0
291,1
292,0
293,0
294,1
295,0
296,0
297,1
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,0
306,1
307,0
308,1
309,0
310,1
311,1
312,0
313,0
314,1
315,1
316,1
317,1
318,1
319,0
320,0
321,0
322,1
323,0
324,0
325,1
326,0
327,1
328,0
329,1
330,0
331,0
332,0
333,0
334,0
335,1
336,1
337,0
338,0
339,0
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,0
349,0
350,1
351,0
352,1
353,0
354,1
355,0
356,0
357,0
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,0
366,1
367,0
368,1
369,0
370,1
371,1
372,0
373,0
374,0
375,1
376,0
377,1
378,1
379,1
380,0
381,0
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,0
391,0
392,0
393,0
394,0
395,0
396,1
397,0
398,0
399,0
400,1
401,0
402,1
403,1
404,0
405,1
406,1
407,1
408,1
409,0
410,0
411,0
412,1
413,1
414,1
415,1
416,1
417,0
418,0
419,0
420,0
421,0
422,0
423,1
424,1
425,1
426,1
427,1
428,0
429,0
430,1
431,1
432,0
433,1
434,0
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,0
445,0
446,1
447,1
448,0
449,0
450,1
451,0
452,0
453,0
454,0
455,1
456,0
457,0
458,1
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,1
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,1
475,0
476,1
477,1
478,1
479,1
480,1
481,1
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,1
490,1
491,0
492,0
493,1
494,0
495,1
496,1
497,1
498,0
499,1
500,0
501,1
502,1
503,1
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,1
515,1
516,0
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,0
527,0
528,0
529,1
530,0
531,0
532,0
533,1
534,0
535,1
536,0
537,1
538,0
539,1
540,1
541,0
542,0
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,0
554,1
555,1
556,0
557,1
558,1
559,0
560,0
561,0
562,1
563,1
564,1
565,0
566,0
567,1
568,0
569,1
570,1
571,0
572,0
573,0
574,1
575,1
576,1
577,0
578,0
579,0
580,0
581,1
582,0
583,0
584,1
585,1
586,1
587,0
588,1
589,0
590,1
591,0
592,1
593,1
594,0
595,0
596,0
597,1
598,1
599,0
600,0
601,0
602,1
603,1
604,0
605,1
606,0
607,0
608,0
609,1
610,1
611,1
612,1
613,0
614,0
615,0
616,1
617,1
618,1
619,0
620,1
621,0
622,1
623,1
624,1
625,1
626,0
627,1
628,0
629,1
630,0
631,0
632,0
633,1
634,0
635,1
636,1
637,0
638,1
639,0
640,1
641,1
642,1
643,1
644,0
645,1
646,0
647,0
648,0
649,1
650,1
651,0
652,0
653,0
654,1
655,0
656,0
657,1
658,0
659,0
660,0
661,1
662,0
663,1
664,0
665,0
666,1
667,1
668,1
669,0
670,0
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,0
680,1
681,0
682,1
683,0
684,1
685,1
686,1
687,1
688,1
689,1
690,0
691,0
692,1
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,1
705,0
706,0
707,1
708,0
709,0
710,0
711,1
712,1
713,1
714,1
715,1
716,1
717,0
718,0
719,0
720,1
721,0
722,1
723,1
724,0
725,0
726,1
727,1
728,1
729,0
730,1
731,0
732,0
733,1
734,0
735,0
736,0
737,1
738,1
739,0
740,1
741,1
742,1
743,1
744,1
745,0
746,0
747,0
748,1
749,0
750,1
751,1
752,1
753,0
754,1
755,1
756,0
757,0
758,0
759,0
760,1
761,0
762,1
763,1
764,1
765,1
766,1
767,1
768,0
769,1
770,0
771,1
772,0
773,1
774,0
775,1
776,1
777,0
778,0
779,1
780,0
781,1
782,1
783,0
784,1
785,0
786,0
787,0
788,0
789,1
790,1
791,1
792,0
793,1
794,0
795,0
796,0
797,0
798,1
799,0
800,0
801,1
802,1
803,0
804,1
805,0
806,0
807,1
808,0
809,0
810,1
811,0
812,1
813,0
814,0
815,1
816,0
817,0
818,1
819,0
820,0
821,0
822,1
823,1
824,1
825,1
826,0
827,0
828,1
829,1
830,1
831,1
832,1
833,0
834,1
835,0
836,0
837,1
838,1
839,1
840,1
841,1
842,0
843,0
844,0
845,1
846,1
847,0
848,1
849,1
850,1
851,1
852,1
853,0
854,0
855,1
856,0
857,0
858,0
859,0
860,1
861,1
862,1
863,0
864,0
865,1
866,0
867,0
868,1
869,0
870,1
871,0
872,1
873,1
874,0
875,0
876,0
877,1
878,1
879,0
880,0
881,1
882,1
883,0
884,0
885,0
886,1
887,0
888,1
889,0
890,1
891,1
892,1
893,1
894,0
895,1
896,1
897,0
898,1
899,0
900,0
901,1
902,0
903,0
904,1
905,0
906,0
907,0
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,1
917,1
918,1
919,1
920,0
921,0
922,1
923,1
924,0
925,1
926,0
927,0
928,0
929,0
930,1
931,1
932,1
933,0
934,1
935,1
936,1
937,1
938,0
939,0
940,0
941,0
942,1
943,0
944,1
945,0
946,0
947,1
948,0
949,0
950,0
951,1
952,0
953,1
954,1
955,1
956,0
957,1
958,1
959,0
960,0
961,0
962,1
963,1
964,1
965,1
966,1
967,0
968,0
969,1
970,1
971,0
972,1
973,0
974,1
975,0
976,0
977,1
978,1
979,1
980,1
981,1
982,0
983,1
984,1
985,0
986,0
987,0
988,1
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,0
999,1
1000,0
1001,0
1002,1
1003,0
1004,1
1005,0
1006,0
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,0
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,1
1021,0
1022,1
1023,1
1024,1
1025,1
1026,0
1027,0
1028,1
1029,1
1030,1
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,1
1038,0
1039,1
1040,0
1041,0
1042,0
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,1
1059,1
1060,1
1061,0
1062,1
1063,0
1064,1
1065,0
1066,1
1067,1
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,1
1076,1
1077,0
1078,0
1079,0
1080,0
1081,0
1082,1
1083,1
1084,0
1085,1
1086,0
1087,0
1088,0
1089,1
1090,0
1091,1
1092,0
1093,0
1094,0
1095,0
1096,1
1097,0
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,0
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,1
1112,1
1113,1
1114,1
1115,0
1116,0
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,0
1126,0
1127,1
1128,1
1129,1
1130,1
1131,1
1132,0
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,0
1140,1
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,1
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,1
1170,0
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,0
1188,1
1189,1
1190,0
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,0
1198,0
1199,1
1200,0
1201,1
1202,0
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,0
1211,0
1212,1
1213,0
1214,1
1215,1
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,1
1223,1
1224,1
1225,0
1226,1
1227,0
1228,0
1229,0
